language,item_type,text,pronunciation,vietnamese_meaning,example,example_vietnamese,topic,situation,difficulty,frequency_level,notes
en,SENTENCE,I feel hot and a bit feverish.,/aɪ fil hɑt ənd ə bɪt ˈfivərɪʃ./,Tôi thấy nóng và hơi sốt.,Let us check your temperature again.,Hãy đo nhiệt độ lại nhé.,Health,Health,Intermediate,Medium,symptom
en,SENTENCE,Wishing you a speedy recovery.,/ˈwɪʃɪŋ ju ə ˈspiˌdi rɪˈkəvəri./,Chúc bạn mau bình phục.,"Thank you, that means a lot.","Cảm ơn, điều đó rất ý nghĩa.",Health,Health,Intermediate,Medium,feeling
en,SENTENCE,"Could you help me, please?","/kʊd ju hɛlp mi, pliz?/",Bạn giúp tôi được không?,"Of course, what do you need?","Tất nhiên, bạn cần gì?",Asking for Help,Asking for Help,Beginner,Very High,request
en,SENTENCE,Can you give me a hand?,/kən ju ɡɪv mi ə hænd?/,Bạn có thể giúp tôi một tay không?,"Sure, I am happy to help.","Được chứ, tôi rất vui được giúp.",Asking for Help,Asking for Help,Beginner,Very High,request
en,SENTENCE,Would you mind helping me carry this?,/wʊd ju maɪnd ˈhɛlpɪŋ mi ˈkɛri ðɪs?/,Bạn có phiền giúp tôi mang cái này không?,"Not at all, let me take it.","Không hề, để tôi cầm.",Asking for Help,Asking for Help,Intermediate,High,request
en,SENTENCE,Can you show me how this works?,/kən ju ʃoʊ mi haʊ ðɪs wərks?/,Bạn chỉ tôi cách dùng cái này được không?,"Sure, just follow these steps.","Được, chỉ cần làm theo các bước này.",Asking for Help,Asking for Help,Beginner,High,request
en,SENTENCE,I need some help with my homework.,/aɪ nid səm hɛlp wɪθ maɪ ˈhoʊmˌwərk./,Tôi cần giúp đỡ với bài tập về nhà.,Let me see what you are stuck on.,Để tôi xem bạn vướng ở đâu.,Asking for Help,Asking for Help,Beginner,High,request
en,SENTENCE,"Could you explain that again, please?","/kʊd ju ɪkˈspleɪn ðət əˈɡɛn, pliz?/",Bạn giải thích lại được không?,"Of course, let me say it slowly.","Tất nhiên, để tôi nói chậm lại.",Asking for Help,Asking for Help,Beginner,High,request
en,SENTENCE,Can you help me find my keys?,/kən ju hɛlp mi faɪnd maɪ kiz?/,Bạn giúp tôi tìm chìa khóa được không?,"Sure, where did you last see them?","Được, lần cuối bạn thấy chúng ở đâu?",Asking for Help,Asking for Help,Beginner,High,request
en,SENTENCE,Would you help me move this table?,/wʊd ju hɛlp mi muv ðɪs ˈteɪbəl?/,Bạn giúp tôi dời cái bàn này nhé?,"Yes, grab the other side.","Được, cầm phía bên kia đi.",Asking for Help,Asking for Help,Intermediate,Medium,request
en,SENTENCE,Can you teach me how to do this?,/kən ju tiʧ mi haʊ tɪ du ðɪs?/,Bạn dạy tôi cách làm việc này được không?,"Sure, watch me first.","Được, xem tôi làm trước nhé.",Asking for Help,Asking for Help,Beginner,High,request
en,SENTENCE,"I am lost, can you help me?","/aɪ æm lɔst, kən ju hɛlp mi?/","Tôi bị lạc, bạn giúp tôi được không?","Of course, where do you want to go?","Tất nhiên, bạn muốn đi đâu?",Asking for Help,Asking for Help,Beginner,High,request
en,SENTENCE,Could you pass me that book?,/kʊd ju pæs mi ðət bʊk?/,Bạn đưa giúp tôi quyển sách đó nhé?,Here you are.,Đây bạn cầm lấy.,Asking for Help,Asking for Help,Beginner,High,request
en,SENTENCE,Can someone help me with this bag?,/kən ˈsəmˌwən hɛlp mi wɪθ ðɪs bæɡ?/,Có ai giúp tôi với cái túi này không?,I can take it for you.,Tôi có thể cầm giúp bạn.,Asking for Help,Asking for Help,Beginner,Medium,request
en,SENTENCE,Would you mind opening the door?,/wʊd ju maɪnd ˈoʊpənɪŋ ðə dɔr?/,Bạn có phiền mở cửa giúp không?,"Not at all, here you go.","Không hề, đây bạn.",Asking for Help,Asking for Help,Beginner,High,request
en,SENTENCE,Can you help me fix my computer?,/kən ju hɛlp mi fɪks maɪ kəmˈpjutər?/,Bạn giúp tôi sửa máy tính được không?,Let me take a look at it.,Để tôi xem thử.,Asking for Help,Asking for Help,Intermediate,Medium,request
en,SENTENCE,I could really use your help here.,/aɪ kʊd ˈrɪli juz jʊr hɛlp hir./,Tôi thật sự cần bạn giúp ở đây.,I am on my way.,Tôi đang đến đây.,Asking for Help,Asking for Help,Intermediate,High,request
en,SENTENCE,Could you help me read this letter?,/kʊd ju hɛlp mi rɛd ðɪs ˈlɛtər?/,Bạn giúp tôi đọc lá thư này nhé?,"Sure, let me see it.","Được, đưa tôi xem.",Asking for Help,Asking for Help,Beginner,Medium,request
en,SENTENCE,Can you watch my bag for a minute?,/kən ju wɔʧ maɪ bæɡ fər ə ˈmɪnət?/,Bạn trông túi giúp tôi một lát nhé?,"No problem, take your time.","Không sao, cứ từ từ.",Asking for Help,Asking for Help,Intermediate,Medium,request
en,SENTENCE,Would you help me with the dishes?,/wʊd ju hɛlp mi wɪθ ðə ˈdɪʃɪz?/,Bạn giúp tôi rửa bát nhé?,"Sure, I will dry them.","Được, tôi sẽ lau khô.",Asking for Help,Asking for Help,Beginner,Medium,request
en,SENTENCE,Can you help me carry the groceries?,/kən ju hɛlp mi ˈkɛri ðə ˈɡroʊsəriz?/,Bạn giúp tôi xách đồ tạp hóa nhé?,"Of course, hand me a bag.","Tất nhiên, đưa tôi một túi.",Asking for Help,Asking for Help,Beginner,Medium,request
en,SENTENCE,I need a hand moving this box.,/aɪ nid ə hænd ˈmuvɪŋ ðɪs bɑks./,Tôi cần giúp dời cái thùng này.,Let me grab one end.,Để tôi cầm một đầu.,Asking for Help,Asking for Help,Intermediate,Medium,request
en,SENTENCE,Could you help me with directions?,/kʊd ju hɛlp mi wɪθ dɪˈrɛkʃɪnz?/,Bạn chỉ đường giúp tôi được không?,"Sure, where are you headed?","Được, bạn đi đâu vậy?",Asking for Help,Asking for Help,Beginner,High,request
en,SENTENCE,"Can you help me lift this, please?","/kən ju hɛlp mi lɪft ðɪs, pliz?/",Bạn giúp tôi nâng cái này nhé?,"Yes, on the count of three.","Được, đếm đến ba nhé.",Asking for Help,Asking for Help,Intermediate,Medium,request
en,SENTENCE,Would you mind helping me later?,/wʊd ju maɪnd ˈhɛlpɪŋ mi ˈleɪtər?/,Bạn có phiền giúp tôi lát nữa không?,"Sure, just let me know when.","Được, cứ báo tôi khi nào.",Asking for Help,Asking for Help,Intermediate,Medium,request
en,SENTENCE,Can you help me look this up?,/kən ju hɛlp mi lʊk ðɪs əp?/,Bạn giúp tôi tra cứu cái này nhé?,"Sure, let me search for it.","Được, để tôi tìm nó.",Asking for Help,Asking for Help,Intermediate,Medium,request
en,SENTENCE,I would appreciate some help with this.,/aɪ wʊd əˈpriʃiˌeɪt səm hɛlp wɪθ ðɪs./,Tôi rất cảm kích nếu được giúp việc này.,"Happy to help, just show me.","Vui được giúp, cứ chỉ tôi.",Asking for Help,Asking for Help,Advanced,Medium,request
en,SENTENCE,Could you help me set this up?,/kʊd ju hɛlp mi sɛt ðɪs əp?/,Bạn giúp tôi lắp cái này được không?,"Sure, where do we start?","Được, chúng ta bắt đầu từ đâu?",Asking for Help,Asking for Help,Intermediate,Medium,request
en,SENTENCE,Can you help translate this for me?,/kən ju hɛlp trænzˈleɪt ðɪs fər mi?/,Bạn dịch giúp tôi cái này được không?,"Of course, let me read it.","Tất nhiên, để tôi đọc.",Asking for Help,Asking for Help,Intermediate,Medium,request
en,SENTENCE,Would you help me reach that shelf?,/wʊd ju hɛlp mi riʧ ðət ʃɛlf?/,Bạn giúp tôi với tới kệ đó nhé?,"Sure, I am taller than you.","Được, tôi cao hơn bạn mà.",Asking for Help,Asking for Help,Intermediate,Low,request
en,SENTENCE,Can you help me make a decision?,/kən ju hɛlp mi meɪk ə dɪˈsɪʒən?/,Bạn giúp tôi đưa ra quyết định nhé?,"Sure, tell me the options.","Được, nói tôi nghe các lựa chọn.",Asking for Help,Asking for Help,Intermediate,Medium,request
en,SENTENCE,Could you assist me for a moment?,/kʊd ju əˈsɪst mi fər ə ˈmoʊmənt?/,Bạn hỗ trợ tôi một lát được không?,"Certainly, what do you need?","Chắc chắn rồi, bạn cần gì?",Asking for Help,Asking for Help,Advanced,Medium,request
en,SENTENCE,I need help understanding this form.,/aɪ nid hɛlp ˌəndərˈstændɪŋ ðɪs fɔrm./,Tôi cần giúp hiểu mẫu đơn này.,Let me walk you through it.,Để tôi hướng dẫn bạn từng bước.,Asking for Help,Asking for Help,Intermediate,Medium,request
en,SENTENCE,Can you help me carry this upstairs?,/kən ju hɛlp mi ˈkɛri ðɪs əpˈstɛrz?/,Bạn giúp tôi mang cái này lên lầu nhé?,"Sure, lead the way.","Được, bạn đi trước đi.",Asking for Help,Asking for Help,Intermediate,Medium,request
en,SENTENCE,Would you help me water the plants?,/wʊd ju hɛlp mi ˈwɔtər ðə plænts?/,Bạn giúp tôi tưới cây nhé?,"Of course, where is the can?","Tất nhiên, bình tưới đâu rồi?",Asking for Help,Asking for Help,Beginner,Low,request
en,SENTENCE,Can you help me with my luggage?,/kən ju hɛlp mi wɪθ maɪ ˈləɡɪʤ?/,Bạn giúp tôi với hành lý được không?,"Yes, let me take the big one.","Được, để tôi cầm cái lớn.",Asking for Help,Asking for Help,Intermediate,Medium,request
en,SENTENCE,Could you help me clean up here?,/kʊd ju hɛlp mi klin əp hir?/,Bạn giúp tôi dọn dẹp ở đây nhé?,"Sure, I will start with this.","Được, tôi bắt đầu từ cái này.",Asking for Help,Asking for Help,Beginner,Medium,request
en,SENTENCE,Can you help me practice my English?,/kən ju hɛlp mi ˈpræktɪs maɪ ˈɪŋlɪʃ?/,Bạn giúp tôi luyện tiếng Anh nhé?,"Sure, let us start now.","Được, chúng ta bắt đầu ngay.",Asking for Help,Asking for Help,Beginner,High,request
en,SENTENCE,Would you mind giving me directions?,/wʊd ju maɪnd ˈɡɪvɪŋ mi dɪˈrɛkʃɪnz?/,Bạn có phiền chỉ đường cho tôi không?,"Not at all, follow this street.","Không hề, đi theo con đường này.",Asking for Help,Asking for Help,Intermediate,Medium,request
en,SENTENCE,Can you help me choose a gift?,/kən ju hɛlp mi ʧuz ə ɡɪft?/,Bạn giúp tôi chọn quà nhé?,"Sure, who is it for?","Được, quà cho ai vậy?",Asking for Help,Asking for Help,Intermediate,Medium,request
en,SENTENCE,I really need your help right now.,/aɪ ˈrɪli nid jʊr hɛlp raɪt naʊ./,Tôi thật sự cần bạn giúp ngay bây giờ.,Tell me what is wrong.,Nói tôi nghe có chuyện gì.,Asking for Help,Asking for Help,Intermediate,High,request
en,SENTENCE,Can you give me some advice?,/kən ju ɡɪv mi səm ədˈvaɪs?/,Bạn cho tôi lời khuyên được không?,"Of course, I am listening.","Tất nhiên, tôi đang nghe đây.",Asking for Help,Asking for Help,Beginner,High,request
en,SENTENCE,I am sorry for being late.,/aɪ æm ˈsɑri fər biɪŋ leɪt./,Tôi xin lỗi vì đến trễ.,"It is okay, do not worry.","Không sao đâu, đừng lo.",Apology and Thanks,Apology and Thanks,Beginner,Very High,apology
en,SENTENCE,Thank you so much for your help.,/θæŋk ju soʊ məʧ fər jʊr hɛlp./,Cảm ơn bạn rất nhiều vì đã giúp.,You are very welcome.,Không có gì đâu.,Apology and Thanks,Apology and Thanks,Beginner,Very High,thanks
en,SENTENCE,I am so sorry for the mistake.,/aɪ æm soʊ ˈsɑri fər ðə mɪˈsteɪk./,Tôi rất xin lỗi vì sai sót.,"No problem, it happens.","Không sao, chuyện đó xảy ra mà.",Apology and Thanks,Apology and Thanks,Beginner,Very High,apology
en,SENTENCE,Thanks a lot for waiting.,/θæŋks ə lɔt fər ˈweɪtɪŋ./,Cảm ơn nhiều vì đã chờ.,No worries at all.,Không sao cả.,Apology and Thanks,Apology and Thanks,Beginner,High,thanks
en,SENTENCE,I apologize for the confusion.,/aɪ əˈpɑləˌʤaɪz fər ðə kənfˈjuʒən./,Tôi xin lỗi vì sự nhầm lẫn.,"It is fine, let us move on.","Không sao, chúng ta tiếp tục nhé.",Apology and Thanks,Apology and Thanks,Intermediate,High,apology
en,SENTENCE,Thank you for thinking of me.,/θæŋk ju fər ˈθɪŋkɪŋ əv mi./,Cảm ơn vì đã nghĩ đến tôi.,"Of course, you are important to me.","Tất nhiên, bạn quan trọng với tôi.",Apology and Thanks,Apology and Thanks,Intermediate,High,thanks
en,SENTENCE,"Sorry, I did not mean to do that.","/ˈsɑri, aɪ dɪd nɑt min tɪ du ðət./","Xin lỗi, tôi không cố ý làm vậy.","I know, it is alright.","Tôi biết, không sao đâu.",Apology and Thanks,Apology and Thanks,Beginner,High,apology
en,SENTENCE,I really appreciate your kindness.,/aɪ ˈrɪli əˈpriʃiˌeɪt jʊr ˈkaɪndnəs./,Tôi thật sự cảm kích lòng tốt của bạn.,It was my pleasure.,Đó là niềm vui của tôi.,Apology and Thanks,Apology and Thanks,Intermediate,High,thanks
en,SENTENCE,Please forgive me for forgetting.,/pliz fərˈɡɪv mi fər fərˈɡɛtɪŋ./,Xin tha lỗi vì tôi đã quên.,Do not worry about it.,Đừng bận tâm về điều đó.,Apology and Thanks,Apology and Thanks,Intermediate,Medium,apology
en,SENTENCE,Thank you for your patience.,/θæŋk ju fər jʊr ˈpeɪʃəns./,Cảm ơn vì sự kiên nhẫn của bạn.,Take all the time you need.,Cứ thong thả nhé.,Apology and Thanks,Apology and Thanks,Intermediate,High,thanks
en,SENTENCE,I am sorry to bother you.,/aɪ æm ˈsɑri tɪ ˈbɑðər ju./,Xin lỗi vì làm phiền bạn.,It is no bother at all.,Không phiền chút nào.,Apology and Thanks,Apology and Thanks,Beginner,High,apology
en,SENTENCE,Thanks for everything you have done.,/θæŋks fər ˈɛvriˌθɪŋ ju hæv dən./,Cảm ơn vì mọi điều bạn đã làm.,I am glad I could help.,Tôi vui vì đã giúp được.,Apology and Thanks,Apology and Thanks,Intermediate,High,thanks
en,SENTENCE,Sorry for the trouble I caused.,/ˈsɑri fər ðə ˈtrəbəl aɪ kɔzd./,Xin lỗi vì rắc rối tôi gây ra.,It is already forgotten.,Chuyện đó qua rồi.,Apology and Thanks,Apology and Thanks,Intermediate,Medium,apology
en,SENTENCE,Thank you for being so understanding.,/θæŋk ju fər biɪŋ soʊ ˌəndərˈstændɪŋ./,Cảm ơn vì bạn rất thấu hiểu.,That is what friends are for.,Bạn bè là để vậy mà.,Apology and Thanks,Apology and Thanks,Intermediate,Medium,thanks
en,SENTENCE,I owe you an apology.,/aɪ oʊ ju ən əˈpɑləˌʤi./,Tôi nợ bạn một lời xin lỗi.,I appreciate you saying that.,Tôi cảm kích khi bạn nói vậy.,Apology and Thanks,Apology and Thanks,Intermediate,Medium,apology
en,SENTENCE,Thank you for the lovely gift.,/θæŋk ju fər ðə ˈləvli ɡɪft./,Cảm ơn vì món quà đáng yêu.,I am happy you like it.,Tôi vui vì bạn thích nó.,Apology and Thanks,Apology and Thanks,Beginner,High,thanks
en,SENTENCE,I am sorry I missed your call.,/aɪ æm ˈsɑri aɪ mɪst jʊr kɔl./,Xin lỗi tôi đã lỡ cuộc gọi của bạn.,"No problem, we can talk now.","Không sao, giờ nói chuyện được mà.",Apology and Thanks,Apology and Thanks,Beginner,High,apology
en,SENTENCE,Thanks for your kind words.,/θæŋks fər jʊr kaɪnd wərdz./,Cảm ơn vì những lời tử tế.,I meant every one of them.,Tôi nói thật lòng từng lời.,Apology and Thanks,Apology and Thanks,Intermediate,Medium,thanks
en,SENTENCE,"Sorry, that was my fault.","/ˈsɑri, ðət wɑz maɪ fɔlt./","Xin lỗi, đó là lỗi của tôi.","Do not worry, we can fix it.","Đừng lo, chúng ta sửa được.",Apology and Thanks,Apology and Thanks,Beginner,High,apology
en,SENTENCE,Thank you for always supporting me.,/θæŋk ju fər ˈɔlˌweɪz səˈpɔrtɪŋ mi./,Cảm ơn vì luôn ủng hộ tôi.,I will always be here for you.,Tôi sẽ luôn ở bên bạn.,Apology and Thanks,Apology and Thanks,Intermediate,High,thanks
en,SENTENCE,I am sorry for keeping you waiting.,/aɪ æm ˈsɑri fər ˈkipɪŋ ju ˈweɪtɪŋ./,Xin lỗi vì để bạn phải chờ.,It is perfectly fine.,Hoàn toàn không sao.,Apology and Thanks,Apology and Thanks,Intermediate,High,apology
en,SENTENCE,Thank you for your help today.,/θæŋk ju fər jʊr hɛlp təˈdeɪ./,Cảm ơn vì sự giúp đỡ hôm nay.,"Anytime, just ask.","Bất cứ lúc nào, cứ hỏi.",Apology and Thanks,Apology and Thanks,Beginner,Very High,thanks
en,SENTENCE,Please accept my sincere apology.,/pliz əkˈsɛpt maɪ sɪnˈsɪr əˈpɑləˌʤi./,Xin nhận lời xin lỗi chân thành của tôi.,"Thank you, I accept it.","Cảm ơn, tôi chấp nhận.",Apology and Thanks,Apology and Thanks,Advanced,Medium,apology
en,SENTENCE,Thank you for your time today.,/θæŋk ju fər jʊr taɪm təˈdeɪ./,Cảm ơn vì thời gian của bạn hôm nay.,It was my pleasure to help.,Rất vui được giúp bạn.,Apology and Thanks,Apology and Thanks,Beginner,High,thanks
en,SENTENCE,I am sorry for the mix up.,/aɪ æm ˈsɑri fər ðə mɪks əp./,Xin lỗi vì sự nhầm lẫn này.,"It is okay, we sorted it out.","Không sao, chúng ta đã giải quyết xong.",Apology and Thanks,Apology and Thanks,Intermediate,Medium,apology
en,SENTENCE,I am grateful for your support.,/aɪ æm ˈɡreɪtfəl fər jʊr səˈpɔrt./,Tôi biết ơn vì sự ủng hộ của bạn.,I am always here for you.,Tôi luôn ở đây vì bạn.,Apology and Thanks,Apology and Thanks,Intermediate,High,thanks
en,SENTENCE,Sorry for the late reply.,/ˈsɑri fər ðə leɪt rɪˈplaɪ./,Xin lỗi vì trả lời muộn.,"No worries, I understand.","Không sao, tôi hiểu mà.",Apology and Thanks,Apology and Thanks,Beginner,Very High,apology
en,SENTENCE,Thank you for understanding my situation.,/θæŋk ju fər ˌəndərˈstændɪŋ maɪ ˌsɪʧuˈeɪʃən./,Cảm ơn vì hiểu hoàn cảnh của tôi.,"Of course, I am here to help.","Tất nhiên, tôi ở đây để giúp.",Apology and Thanks,Apology and Thanks,Intermediate,Medium,thanks
en,SENTENCE,I apologize for any inconvenience.,/aɪ əˈpɑləˌʤaɪz fər ˈɛni ˌɪnkənˈvinjəns./,Tôi xin lỗi vì mọi bất tiện.,It is no trouble at all.,Không phiền gì cả.,Apology and Thanks,Apology and Thanks,Advanced,Medium,apology
en,SENTENCE,Thanks for making my day better.,/θæŋks fər ˈmeɪkɪŋ maɪ deɪ ˈbɛtər./,Cảm ơn vì làm ngày tôi tươi đẹp hơn.,That makes me really happy.,Điều đó làm tôi rất vui.,Apology and Thanks,Apology and Thanks,Intermediate,Medium,thanks
en,SENTENCE,"I am sorry, I forgot to tell you.","/aɪ æm ˈsɑri, aɪ fərˈɡɑt tɪ tɛl ju./","Xin lỗi, tôi quên báo cho bạn.","It is okay, you can tell me now.","Không sao, giờ bạn nói được rồi.",Apology and Thanks,Apology and Thanks,Beginner,Medium,apology
en,SENTENCE,Thank you for trusting me.,/θæŋk ju fər ˈtrəstɪŋ mi./,Cảm ơn vì đã tin tưởng tôi.,I know I can count on you.,Tôi biết tôi có thể tin bạn.,Apology and Thanks,Apology and Thanks,Intermediate,Medium,thanks
en,SENTENCE,I am sorry for interrupting you.,/aɪ æm ˈsɑri fər ˌɪntərˈəptɪŋ ju./,Xin lỗi vì đã ngắt lời bạn.,"It is fine, go ahead.","Không sao, bạn nói tiếp đi.",Apology and Thanks,Apology and Thanks,Intermediate,Medium,apology
en,SENTENCE,Thank you for your warm welcome.,/θæŋk ju fər jʊr wɔrm ˈwɛlkəm./,Cảm ơn vì sự chào đón nồng nhiệt.,We are happy to have you.,Chúng tôi vui khi có bạn.,Apology and Thanks,Apology and Thanks,Intermediate,Medium,thanks
en,SENTENCE,"Sorry, I will be more careful.","/ˈsɑri, aɪ wɪl bi mɔr ˈkɛrfəl./","Xin lỗi, tôi sẽ cẩn thận hơn.","Thank you, I appreciate that.","Cảm ơn, tôi cảm kích điều đó.",Apology and Thanks,Apology and Thanks,Beginner,Medium,apology
en,SENTENCE,I apologize for the misunderstanding.,/aɪ əˈpɑləˌʤaɪz fər ðə ˌmɪsəndərˈstændɪŋ./,Tôi xin lỗi vì hiểu lầm.,Let us start fresh.,Chúng ta bắt đầu lại nhé.,Apology and Thanks,Apology and Thanks,Intermediate,Medium,apology
en,SENTENCE,Thanks for believing in me.,/θæŋks fər bɪˈlivɪŋ ɪn mi./,Cảm ơn vì đã tin vào tôi.,You truly deserve it.,Bạn thật sự xứng đáng.,Apology and Thanks,Apology and Thanks,Intermediate,Medium,thanks
en,SENTENCE,I am sorry I could not make it.,/aɪ æm ˈsɑri aɪ kʊd nɑt meɪk ɪt./,Xin lỗi tôi không đến được.,"It is okay, maybe next time.","Không sao, lần sau nhé.",Apology and Thanks,Apology and Thanks,Beginner,High,apology
en,SENTENCE,Thank you from the bottom of my heart.,/θæŋk ju frəm ðə ˈbɑtəm əv maɪ hɑrt./,Cảm ơn từ tận đáy lòng tôi.,You are most welcome.,Rất hân hạnh được giúp.,Apology and Thanks,Apology and Thanks,Advanced,Medium,thanks
en,SENTENCE,Let us meet for coffee tomorrow.,/lɛt ˈjuˈɛs mit fər ˈkɔfi təˈmɑˌroʊ./,Mai chúng ta gặp nhau uống cà phê nhé.,"Sounds great, what time?","Nghe hay đó, mấy giờ?",Making Plans,Making Plans,Beginner,Very High,suggestion
en,SENTENCE,Are you free this weekend?,/ər ju fri ðɪs ˈwiˌkɪnd?/,Cuối tuần này bạn rảnh không?,"Yes, I have no plans yet.","Có, tôi chưa có kế hoạch gì.",Making Plans,Making Plans,Beginner,Very High,question
en,SENTENCE,Would you like to have dinner together?,/wʊd ju laɪk tɪ hæv ˈdɪnər təˈɡɛðər?/,Bạn muốn ăn tối cùng nhau không?,I would love that.,Tôi rất thích đó.,Making Plans,Making Plans,Beginner,High,suggestion
en,SENTENCE,What time should we meet?,/wət taɪm ʃʊd wi mit?/,Chúng ta nên gặp lúc mấy giờ?,How about seven in the evening?,Bảy giờ tối được không?,Making Plans,Making Plans,Beginner,Very High,question
en,SENTENCE,Let us go to the movies tonight.,/lɛt ˈjuˈɛs ɡoʊ tɪ ðə ˈmuviz təˈnaɪt./,Tối nay chúng ta đi xem phim nhé.,"Great idea, I will buy tickets.","Ý hay đó, tôi sẽ mua vé.",Making Plans,Making Plans,Beginner,High,suggestion
en,SENTENCE,Can we reschedule for next week?,/kən wi riˈskɛʤul fər nɛkst wik?/,Chúng ta dời sang tuần sau được không?,"Sure, that works for me.","Được, tôi ổn với điều đó.",Making Plans,Making Plans,Intermediate,High,question
en,SENTENCE,Where do you want to meet?,/wɛr du ju wɔnt tɪ mit?/,Bạn muốn gặp ở đâu?,Let us meet at the park.,Gặp ở công viên nhé.,Making Plans,Making Plans,Beginner,High,question
en,SENTENCE,Do you want to join us for lunch?,/du ju wɔnt tɪ ʤɔɪn ˈjuˈɛs fər lənʧ?/,Bạn muốn ăn trưa cùng chúng tôi không?,"Yes, I would love to.","Có, tôi rất muốn.",Making Plans,Making Plans,Beginner,High,suggestion
en,SENTENCE,How about meeting on Saturday?,/haʊ əˈbaʊt ˈmitɪŋ ɔn ˈsæˌtɪˌdeɪ?/,Gặp nhau vào thứ Bảy thì sao?,Saturday sounds perfect.,Thứ Bảy nghe hoàn hảo đó.,Making Plans,Making Plans,Beginner,High,suggestion
en,SENTENCE,Let us plan a trip together.,/lɛt ˈjuˈɛs plæn ə trɪp təˈɡɛðər./,Chúng ta cùng lên kế hoạch một chuyến đi nhé.,I have always wanted to do that.,Tôi luôn muốn làm điều đó.,Making Plans,Making Plans,Intermediate,Medium,suggestion
en,SENTENCE,Are we still on for tomorrow?,/ər wi stɪl ɔn fər təˈmɑˌroʊ?/,Ngày mai chúng ta vẫn gặp chứ?,"Yes, see you then.","Ừ, hẹn gặp lúc đó.",Making Plans,Making Plans,Intermediate,High,question
en,SENTENCE,Shall we grab a coffee later?,/ʃæl wi ɡræb ə ˈkɔfi ˈleɪtər?/,Lát nữa đi uống cà phê nhé?,"Sure, just text me when.","Được, nhắn tôi khi nào.",Making Plans,Making Plans,Intermediate,High,suggestion
en,SENTENCE,What are your plans for the weekend?,/wət ər jʊr plænz fər ðə ˈwiˌkɪnd?/,Cuối tuần bạn có kế hoạch gì?,I might visit my family.,Tôi có thể về thăm gia đình.,Making Plans,Making Plans,Beginner,High,question
en,SENTENCE,Let us catch up sometime soon.,/lɛt ˈjuˈɛs kæʧ əp ˈsəmˌtaɪm sun./,Khi nào đó chúng ta gặp nhau nhé.,I would really like that.,Tôi thật sự thích vậy.,Making Plans,Making Plans,Intermediate,Medium,suggestion
en,SENTENCE,Can you make it at noon?,/kən ju meɪk ɪt æt nun?/,Bạn đến lúc trưa được không?,"Yes, noon works fine.","Được, trưa ổn mà.",Making Plans,Making Plans,Beginner,Medium,question
en,SENTENCE,Do you want to come over tonight?,/du ju wɔnt tɪ kəm ˈoʊvər təˈnaɪt?/,Tối nay bạn muốn qua chơi không?,"Sure, I will bring snacks.","Được, tôi sẽ mang đồ ăn vặt.",Making Plans,Making Plans,Beginner,Medium,suggestion
en,SENTENCE,Let us decide on a place to eat.,/lɛt ˈjuˈɛs ˌdɪˈsaɪd ɔn ə pleɪs tɪ it./,Chúng ta chọn chỗ ăn đi.,How about that new restaurant?,Cái nhà hàng mới đó thì sao?,Making Plans,Making Plans,Intermediate,Medium,suggestion
en,SENTENCE,When works best for you?,/wɪn wərks bɛst fər ju?/,Lúc nào tiện cho bạn nhất?,Maybe Friday afternoon.,Có lẽ chiều thứ Sáu.,Making Plans,Making Plans,Intermediate,High,question
en,SENTENCE,Let us meet at the train station.,/lɛt ˈjuˈɛs mit æt ðə treɪn ˈsteɪʃən./,Chúng ta gặp ở ga tàu nhé.,"Okay, I will be there early.","Được, tôi sẽ đến sớm.",Making Plans,Making Plans,Beginner,Medium,suggestion
en,SENTENCE,Are you available on Monday?,/ər ju əˈveɪləbəl ɔn ˈmənˌdeɪ?/,Thứ Hai bạn có rảnh không?,"Yes, Monday is good for me.","Có, thứ Hai tôi ổn.",Making Plans,Making Plans,Beginner,High,question
en,SENTENCE,Let us go hiking next Sunday.,/lɛt ˈjuˈɛs ɡoʊ ˈhaɪkɪŋ nɛkst ˈsənˌdi./,Chủ Nhật tới chúng ta đi leo núi nhé.,I love that idea.,Tôi thích ý đó lắm.,Making Plans,Making Plans,Intermediate,Medium,suggestion
en,SENTENCE,Can we meet a bit earlier?,/kən wi mit ə bɪt ˈərliər?/,Chúng ta gặp sớm hơn chút được không?,"Sure, what time suits you?","Được, mấy giờ tiện cho bạn?",Making Plans,Making Plans,Intermediate,Medium,question
en,SENTENCE,Do you want to plan something fun?,/du ju wɔnt tɪ plæn ˈsəmθɪŋ fən?/,Bạn muốn lên kế hoạch gì vui không?,"Yes, let us think of ideas.","Có, cùng nghĩ ý tưởng nào.",Making Plans,Making Plans,Beginner,Medium,suggestion
en,SENTENCE,Let us have a picnic this weekend.,/lɛt ˈjuˈɛs hæv ə ˈpɪkˌnɪk ðɪs ˈwiˌkɪnd./,Cuối tuần này đi dã ngoại nhé.,That sounds wonderful.,Nghe tuyệt vời đó.,Making Plans,Making Plans,Beginner,Medium,suggestion
en,SENTENCE,Should we invite a few friends?,/ʃʊd wi ˌɪnˈvaɪt ə fju frɛndz?/,Chúng ta mời thêm vài người bạn nhé?,"Yes, the more the merrier.","Ừ, càng đông càng vui.",Making Plans,Making Plans,Intermediate,Medium,question
