language,item_type,text,pronunciation,vietnamese_meaning,example,example_vietnamese,topic,situation,difficulty,frequency_level,notes
zh,SENTENCE,你能帮我查吗？,nǐ néng bāng wǒ chá ma？,Bạn tra giúp tôi được không?,好，我查一下。,"Được, để tôi tra.",Asking for Help,Asking for Help,Intermediate,Medium,request
zh,SENTENCE,需要帮忙吗？,xū yào bāng máng ma？,Bạn có cần giúp không?,谢谢，需要。,"Cảm ơn, có cần.",Asking for Help,Asking for Help,Beginner,Very High,question
zh,SENTENCE,我来帮你吧。,wǒ lái bāng nǐ ba。,Để tôi giúp bạn nhé.,太谢谢你了。,Cảm ơn bạn nhiều.,Asking for Help,Asking for Help,Beginner,High,request
zh,SENTENCE,有什么我能做的？,yǒu shén me wǒ néng zuò de？,Có gì tôi làm được không?,帮我看着包。,Trông giúp tôi cái túi.,Asking for Help,Asking for Help,Intermediate,Medium,question
zh,SENTENCE,你能再说一遍吗？,nǐ néng zài shuō yī biàn ma？,Bạn nói lại một lần được không?,好，我再说。,"Được, tôi nói lại.",Asking for Help,Asking for Help,Beginner,High,request
zh,SENTENCE,可以帮我递一下吗？,kě yǐ bāng wǒ dì yī xià ma？,Đưa giúp tôi một chút được không?,给你，拿好。,"Đưa bạn, cầm chắc nhé.",Asking for Help,Asking for Help,Beginner,Medium,request
zh,SENTENCE,你方便帮我吗？,nǐ fāng biàn bāng wǒ ma？,Bạn tiện giúp tôi không?,方便，没问题。,"Tiện chứ, không sao.",Asking for Help,Asking for Help,Intermediate,Medium,request
zh,SENTENCE,能帮我占个座吗？,néng bāng wǒ zhàn gè zuò ma？,Giữ giúp tôi một chỗ được không?,好的，放心。,"Được, yên tâm.",Asking for Help,Asking for Help,Intermediate,Medium,request
zh,SENTENCE,你可以帮我吗？,nǐ kě yǐ bāng wǒ ma？,Bạn có thể giúp tôi không?,我尽量帮你。,Tôi cố gắng giúp bạn.,Asking for Help,Asking for Help,Beginner,Very High,request
zh,SENTENCE,帮我提一下行李。,bāng wǒ tí yī xià xíng lǐ。,Xách giúp tôi hành lý một chút.,我来拿。,Để tôi cầm.,Asking for Help,Asking for Help,Beginner,Medium,request
zh,SENTENCE,你能借我笔吗？,nǐ néng jiè wǒ bǐ ma？,Bạn cho tôi mượn bút được không?,给你用。,Đưa bạn dùng.,Asking for Help,Asking for Help,Beginner,Medium,request
zh,SENTENCE,可以帮我拍照吗？,kě yǐ bāng wǒ pāi zhào ma？,Chụp ảnh giúp tôi được không?,好，笑一个。,"Được, cười lên nào.",Asking for Help,Asking for Help,Beginner,High,request
zh,SENTENCE,能给我看看吗？,néng gěi wǒ kàn kàn ma？,Cho tôi xem một chút được không?,可以，你看。,"Được, bạn xem đi.",Asking for Help,Asking for Help,Beginner,Medium,request
zh,SENTENCE,你能帮我修吗？,nǐ néng bāng wǒ xiū ma？,Bạn sửa giúp tôi được không?,我看看能不能。,Để tôi xem có được không.,Asking for Help,Asking for Help,Intermediate,Medium,request
zh,SENTENCE,我可以求你帮忙吗？,wǒ kě yǐ qiú nǐ bāng máng ma？,Tôi nhờ bạn giúp được không?,当然，别客气。,"Tất nhiên, đừng khách sáo.",Asking for Help,Asking for Help,Intermediate,Medium,request
zh,SENTENCE,能帮我叫辆车吗？,néng bāng wǒ jiào liàng chē ma？,Gọi giúp tôi một chiếc xe được không?,好，我来叫。,"Được, để tôi gọi.",Asking for Help,Asking for Help,Intermediate,Medium,request
zh,SENTENCE,你能帮我看孩子吗？,nǐ néng bāng wǒ kàn hái zi ma？,Trông giúp tôi đứa nhỏ được không?,放心交给我。,Yên tâm giao cho tôi.,Asking for Help,Asking for Help,Intermediate,Medium,request
zh,SENTENCE,可以帮我填表吗？,kě yǐ bāng wǒ tián biǎo ma？,Điền giúp tôi tờ khai được không?,好，我教你。,"Được, để tôi chỉ.",Asking for Help,Asking for Help,Intermediate,Medium,request
zh,SENTENCE,你能帮我拿外套吗？,nǐ néng bāng wǒ ná wài tào ma？,Lấy giúp tôi cái áo khoác được không?,马上给你。,Đưa bạn ngay.,Asking for Help,Asking for Help,Beginner,Medium,request
zh,SENTENCE,帮我倒杯水好吗？,bāng wǒ dào bēi shuǐ hǎo ma？,Rót giúp tôi cốc nước được không?,好，我去倒。,"Được, để tôi đi rót.",Asking for Help,Asking for Help,Beginner,Medium,request
zh,SENTENCE,你愿意帮我吗？,nǐ yuàn yì bāng wǒ ma？,Bạn có sẵn lòng giúp tôi không?,我很愿意。,Tôi rất sẵn lòng.,Asking for Help,Asking for Help,Intermediate,Medium,request
zh,SENTENCE,能帮我带份饭吗？,néng bāng wǒ dài fèn fàn ma？,Mua giúp tôi một suất cơm được không?,好，你要什么？,"Được, bạn muốn gì?",Asking for Help,Asking for Help,Intermediate,Medium,request
zh,SENTENCE,你能帮我一把吗？,nǐ néng bāng wǒ yī bǎ ma？,Bạn giúp tôi một tay được không?,我来搭把手。,Để tôi phụ một tay.,Asking for Help,Asking for Help,Intermediate,Medium,request
zh,SENTENCE,帮我关一下灯。,bāng wǒ guān yī xià dēng。,Tắt giúp tôi cái đèn.,好，关了。,"Được, tắt rồi.",Asking for Help,Asking for Help,Beginner,Medium,request
zh,SENTENCE,能帮我看下时间吗？,néng bāng wǒ kàn xià shí jiān ma？,Xem giúp tôi mấy giờ được không?,现在三点。,Bây giờ ba giờ.,Asking for Help,Asking for Help,Beginner,Medium,request
zh,SENTENCE,真的很谢谢你。,zhēn de hěn xiè xiè nǐ。,Thật sự rất cảm ơn bạn.,不用客气。,Đừng khách sáo.,Apology and Thanks,Apology and Thanks,Beginner,Very High,thanks
zh,SENTENCE,非常感谢你。,fēi cháng gǎn xiè nǐ。,Vô cùng cảm ơn bạn.,这是应该的。,Đây là điều nên làm.,Apology and Thanks,Apology and Thanks,Beginner,Very High,thanks
zh,SENTENCE,谢谢你提醒我。,xiè xiè nǐ tí xǐng wǒ。,Cảm ơn bạn đã nhắc tôi.,应该的。,Nên làm vậy mà.,Apology and Thanks,Apology and Thanks,Beginner,High,thanks
zh,SENTENCE,麻烦你了，谢谢。,má fán nǐ le， xiè xiè。,"Làm phiền bạn rồi, cảm ơn.",一点也不麻烦。,Chẳng phiền chút nào.,Apology and Thanks,Apology and Thanks,Intermediate,High,thanks
zh,SENTENCE,谢谢你等我。,xiè xiè nǐ děng wǒ。,Cảm ơn bạn đã đợi tôi.,没关系的。,Không sao đâu.,Apology and Thanks,Apology and Thanks,Beginner,High,thanks
zh,SENTENCE,太感谢了。,tài gǎn xiè le。,Cảm ơn rất nhiều.,别这么说。,Đừng nói vậy mà.,Apology and Thanks,Apology and Thanks,Beginner,Very High,thanks
zh,SENTENCE,谢谢你的礼物。,xiè xiè nǐ de lǐ wù。,Cảm ơn món quà của bạn.,你喜欢就好。,Bạn thích là tốt rồi.,Apology and Thanks,Apology and Thanks,Beginner,High,thanks
zh,SENTENCE,谢谢你陪我。,xiè xiè nǐ péi wǒ。,Cảm ơn bạn đã ở bên tôi.,我也很开心。,Tôi cũng rất vui.,Apology and Thanks,Apology and Thanks,Beginner,High,thanks
zh,SENTENCE,谢谢你的关心。,xiè xiè nǐ de guān xīn。,Cảm ơn sự quan tâm của bạn.,我们是朋友嘛。,Chúng ta là bạn mà.,Apology and Thanks,Apology and Thanks,Intermediate,High,thanks
zh,SENTENCE,对不起，是我错了。,duì bù qǐ， shì wǒ cuò le。,"Xin lỗi, là tôi sai rồi.",没关系。,Không sao đâu.,Apology and Thanks,Apology and Thanks,Beginner,Very High,apology
zh,SENTENCE,真的很抱歉。,zhēn de hěn bào qiàn。,Thật sự rất xin lỗi.,别放在心上。,Đừng để bụng nhé.,Apology and Thanks,Apology and Thanks,Beginner,Very High,apology
zh,SENTENCE,不好意思，我迟到了。,bù hǎo yì sī， wǒ chí dào le。,"Xin lỗi, tôi đến muộn rồi.",没事，刚开始。,"Không sao, vừa mới bắt đầu.",Apology and Thanks,Apology and Thanks,Beginner,High,apology
zh,SENTENCE,抱歉打扰你了。,bào qiàn dǎ rǎo nǐ le。,Xin lỗi đã làm phiền bạn.,不打扰。,Không phiền đâu.,Apology and Thanks,Apology and Thanks,Intermediate,High,apology
zh,SENTENCE,对不起让你久等了。,duì bù qǐ ràng nǐ jiǔ děng le。,Xin lỗi để bạn đợi lâu.,我也刚到。,Tôi cũng vừa tới.,Apology and Thanks,Apology and Thanks,Beginner,High,apology
zh,SENTENCE,不好意思，我忘了。,bù hǎo yì sī， wǒ wàng le。,"Xin lỗi, tôi quên mất.",没关系，下次记得。,"Không sao, lần sau nhớ nhé.",Apology and Thanks,Apology and Thanks,Beginner,High,apology
zh,SENTENCE,抱歉给你添麻烦了。,bào qiàn gěi nǐ tiān má fán le。,Xin lỗi đã gây phiền cho bạn.,别这么客气。,Đừng khách sáo vậy.,Apology and Thanks,Apology and Thanks,Intermediate,Medium,apology
zh,SENTENCE,对不起，我误会你了。,duì bù qǐ， wǒ wù huì nǐ le。,"Xin lỗi, tôi đã hiểu lầm bạn.",没事，说开就好。,"Không sao, nói rõ là được.",Apology and Thanks,Apology and Thanks,Intermediate,Medium,apology
zh,SENTENCE,不好意思，借过一下。,bù hǎo yì sī， jiè guò yī xià。,"Xin lỗi, cho qua một chút.",你请。,Bạn cứ đi.,Apology and Thanks,Apology and Thanks,Beginner,High,apology
zh,SENTENCE,真不好意思麻烦你。,zhēn bù hǎo yì sī má fán nǐ。,Thật ngại làm phiền bạn.,别客气。,Đừng khách sáo.,Apology and Thanks,Apology and Thanks,Intermediate,Medium,apology
zh,SENTENCE,谢谢你帮我这么多。,xiè xiè nǐ bāng wǒ zhè me duō。,Cảm ơn bạn đã giúp tôi nhiều thế.,举手之劳。,Chỉ là việc nhỏ thôi.,Apology and Thanks,Apology and Thanks,Intermediate,Medium,thanks
zh,SENTENCE,谢谢你一直支持我。,xiè xiè nǐ yì zhí zhī chí wǒ。,Cảm ơn bạn luôn ủng hộ tôi.,我会一直在。,Tôi sẽ luôn ở đây.,Apology and Thanks,Apology and Thanks,Intermediate,Medium,thanks
zh,SENTENCE,谢谢你教我。,xiè xiè nǐ jiào wǒ。,Cảm ơn bạn đã dạy tôi.,你学得很快。,Bạn học rất nhanh.,Apology and Thanks,Apology and Thanks,Beginner,High,thanks
zh,SENTENCE,谢谢你今天来。,xiè xiè nǐ jīn tiān lái。,Cảm ơn hôm nay bạn đã đến.,我很乐意。,Tôi rất vui lòng.,Apology and Thanks,Apology and Thanks,Beginner,High,thanks
zh,SENTENCE,感谢你的耐心。,gǎn xiè nǐ de nài xīn。,Cảm ơn sự kiên nhẫn của bạn.,慢慢来就好。,Cứ từ từ là được.,Apology and Thanks,Apology and Thanks,Intermediate,Medium,thanks
zh,SENTENCE,对不起，我说错了。,duì bù qǐ， wǒ shuō cuò le。,"Xin lỗi, tôi nói sai rồi.",没关系，我明白。,"Không sao, tôi hiểu.",Apology and Thanks,Apology and Thanks,Beginner,High,apology
zh,SENTENCE,抱歉，我来晚了。,bào qiàn， wǒ lái wǎn le。,"Xin lỗi, tôi đến trễ.",没事，坐吧。,"Không sao, ngồi đi.",Apology and Thanks,Apology and Thanks,Beginner,High,apology
zh,SENTENCE,不好意思，我没听清。,bù hǎo yì sī， wǒ méi tīng qīng。,"Xin lỗi, tôi nghe không rõ.",我再说一遍。,Tôi nói lại lần nữa.,Apology and Thanks,Apology and Thanks,Beginner,High,apology
zh,SENTENCE,真的太感谢你了。,zhēn de tài gǎn xiè nǐ le。,Thật sự cảm ơn bạn rất nhiều.,你太客气了。,Bạn khách sáo quá.,Apology and Thanks,Apology and Thanks,Beginner,Very High,thanks
zh,SENTENCE,谢谢你的理解。,xiè xiè nǐ de lǐ jiě。,Cảm ơn bạn đã thấu hiểu.,我懂你的难处。,Tôi hiểu khó khăn của bạn.,Apology and Thanks,Apology and Thanks,Intermediate,Medium,thanks
zh,SENTENCE,谢谢你借给我。,xiè xiè nǐ jiè gěi wǒ。,Cảm ơn bạn đã cho tôi mượn.,用完还我就行。,Dùng xong trả tôi là được.,Apology and Thanks,Apology and Thanks,Beginner,High,thanks
zh,SENTENCE,对不起，下次注意。,duì bù qǐ， xià cì zhù yì。,"Xin lỗi, lần sau sẽ chú ý.",知道就好。,Biết là tốt rồi.,Apology and Thanks,Apology and Thanks,Beginner,High,apology
zh,SENTENCE,谢谢你送我回家。,xiè xiè nǐ sòng wǒ huí jiā。,Cảm ơn bạn đã đưa tôi về.,路上小心。,Đi đường cẩn thận nhé.,Apology and Thanks,Apology and Thanks,Beginner,High,thanks
zh,SENTENCE,辛苦你了，谢谢。,xīn kǔ nǐ le， xiè xiè。,"Bạn vất vả rồi, cảm ơn.",不辛苦。,Không vất vả đâu.,Apology and Thanks,Apology and Thanks,Intermediate,High,thanks
zh,SENTENCE,谢谢你帮我解决。,xiè xiè nǐ bāng wǒ jiě jué。,Cảm ơn bạn đã giúp tôi giải quyết.,解决了就好。,Giải quyết được là tốt.,Apology and Thanks,Apology and Thanks,Intermediate,Medium,thanks
zh,SENTENCE,抱歉，我打错了。,bào qiàn， wǒ dǎ cuò le。,"Xin lỗi, tôi gọi nhầm rồi.",没关系。,Không sao đâu.,Apology and Thanks,Apology and Thanks,Beginner,Medium,apology
zh,SENTENCE,谢谢你的鼓励。,xiè xiè nǐ de gǔ lì。,Cảm ơn lời động viên của bạn.,你一定可以。,Bạn nhất định làm được.,Apology and Thanks,Apology and Thanks,Intermediate,Medium,thanks
zh,SENTENCE,对不起，我忘记带了。,duì bù qǐ， wǒ wàng jì dài le。,"Xin lỗi, tôi quên mang theo.",没事，下次吧。,"Không sao, để lần sau.",Apology and Thanks,Apology and Thanks,Beginner,High,apology
zh,SENTENCE,谢谢你为我做的。,xiè xiè nǐ wèi wǒ zuò de。,Cảm ơn những gì bạn đã làm cho tôi.,你值得。,Bạn xứng đáng mà.,Apology and Thanks,Apology and Thanks,Intermediate,Medium,thanks
zh,SENTENCE,不好意思，麻烦让一下。,bù hǎo yì sī， má fán ràng yī xià。,"Xin lỗi, làm ơn nhường một chút.",好的。,Được thôi.,Apology and Thanks,Apology and Thanks,Beginner,High,apology
zh,SENTENCE,谢谢你一直陪着我。,xiè xiè nǐ yì zhí péi zhe wǒ。,Cảm ơn bạn luôn ở bên tôi.,这是我愿意的。,Đây là điều tôi muốn.,Apology and Thanks,Apology and Thanks,Intermediate,Medium,thanks
zh,SENTENCE,真心谢谢你。,zhēn xīn xiè xiè nǐ。,Chân thành cảm ơn bạn.,我们不分彼此。,Chúng ta không phân biệt.,Apology and Thanks,Apology and Thanks,Intermediate,Medium,thanks
zh,SENTENCE,我们什么时候见面？,wǒ men shén me shí hòu jiàn miàn？,Khi nào chúng ta gặp nhau?,明天下午怎么样？,Chiều mai thế nào?,Making Plans,Making Plans,Beginner,Very High,question
zh,SENTENCE,你周末有空吗？,nǐ zhōu mò yǒu kòng ma？,Cuối tuần bạn có rảnh không?,我有空。,Tôi rảnh đấy.,Making Plans,Making Plans,Beginner,Very High,question
zh,SENTENCE,我们一起吃饭吧。,wǒ men yì qǐ chī fàn ba。,Chúng ta cùng đi ăn nhé.,好啊，吃什么？,"Được đấy, ăn gì nào?",Making Plans,Making Plans,Beginner,Very High,suggestion
zh,SENTENCE,我们去看电影吧。,wǒ men qù kàn diàn yǐng ba。,Chúng ta đi xem phim nhé.,好，我请客。,"Được, tôi mời.",Making Plans,Making Plans,Beginner,High,suggestion
zh,SENTENCE,你想去哪里玩？,nǐ xiǎng qù nǎ lǐ wán？,Bạn muốn đi chơi đâu?,去公园怎么样？,Đi công viên thế nào?,Making Plans,Making Plans,Beginner,High,question
zh,SENTENCE,我们几点出发？,wǒ men jǐ diǎn chū fā？,Mấy giờ chúng ta xuất phát?,九点可以吗？,Chín giờ được không?,Making Plans,Making Plans,Beginner,High,question
zh,SENTENCE,在哪里见面好？,zài nǎ lǐ jiàn miàn hǎo？,Gặp nhau ở đâu thì tốt?,车站见吧。,Gặp ở bến xe nhé.,Making Plans,Making Plans,Beginner,High,question
zh,SENTENCE,这周六有安排吗？,zhè zhōu liù yǒu ān pái ma？,Thứ bảy này có kế hoạch gì không?,暂时没有。,Tạm thời chưa có.,Making Plans,Making Plans,Intermediate,Medium,question
zh,SENTENCE,我们改天再约吧。,wǒ men gǎi tiān zài yuē ba。,Hôm khác hẹn lại nhé.,好，没问题。,"Được, không sao.",Making Plans,Making Plans,Intermediate,Medium,suggestion
zh,SENTENCE,你方便明天吗？,nǐ fāng biàn míng tiān ma？,Ngày mai bạn tiện không?,明天可以。,Ngày mai được.,Making Plans,Making Plans,Beginner,High,question
zh,SENTENCE,我们一起去逛街吧。,wǒ men yì qǐ qù guàng jiē ba。,Chúng ta cùng đi dạo phố nhé.,好啊，我想买衣服。,"Được, tôi muốn mua áo.",Making Plans,Making Plans,Beginner,High,suggestion
zh,SENTENCE,晚上一起喝咖啡吗？,wǎn shàng yì qǐ hē kā fēi ma？,Tối nay cùng uống cà phê không?,好，老地方见。,"Được, gặp chỗ cũ.",Making Plans,Making Plans,Intermediate,Medium,question
zh,SENTENCE,我们订几点的票？,wǒ men dìng jǐ diǎn de piào？,Đặt vé mấy giờ đây?,订晚上的吧。,Đặt suất tối nhé.,Making Plans,Making Plans,Intermediate,Medium,question
zh,SENTENCE,周日去爬山好吗？,zhōu rì qù pá shān hǎo ma？,Chủ nhật đi leo núi được không?,好主意，我去。,"Ý hay, tôi đi.",Making Plans,Making Plans,Intermediate,Medium,suggestion
zh,SENTENCE,你想吃中餐吗？,nǐ xiǎng chī zhōng cān ma？,Bạn muốn ăn món Trung không?,好啊，我喜欢。,"Được đấy, tôi thích.",Making Plans,Making Plans,Beginner,High,question
zh,SENTENCE,我们定个时间吧。,wǒ men dìng gè shí jiān ba。,Chúng ta hẹn một giờ đi.,你说几点？,Bạn nói mấy giờ?,Making Plans,Making Plans,Beginner,High,suggestion
zh,SENTENCE,要不要一起去？,yào bù yào yì qǐ qù？,Có muốn cùng đi không?,当然要去。,Tất nhiên là đi.,Making Plans,Making Plans,Beginner,High,question
zh,SENTENCE,我们坐地铁去吧。,wǒ men zuò dì tiě qù ba。,Chúng ta đi tàu điện ngầm nhé.,好，方便。,"Được, tiện đấy.",Making Plans,Making Plans,Beginner,High,suggestion
zh,SENTENCE,你那天忙吗？,nǐ nà tiān máng ma？,Hôm đó bạn bận không?,不忙，可以。,"Không bận, được mà.",Making Plans,Making Plans,Beginner,High,question
zh,SENTENCE,我们提前一点到。,wǒ men tí qián yì diǎn dào。,Chúng ta đến sớm một chút.,好，我准时。,"Được, tôi đúng giờ.",Making Plans,Making Plans,Intermediate,Medium,suggestion
zh,SENTENCE,下次约在我家吧。,xià cì yuē zài wǒ jiā ba。,Lần sau hẹn ở nhà tôi nhé.,好，我带水果。,"Được, tôi mang trái cây.",Making Plans,Making Plans,Intermediate,Medium,suggestion
zh,SENTENCE,我们去海边好吗？,wǒ men qù hǎi biān hǎo ma？,Chúng ta đi biển được không?,太好了，我想去。,"Tuyệt quá, tôi muốn đi.",Making Plans,Making Plans,Intermediate,Medium,suggestion
zh,SENTENCE,你今晚有时间吗？,nǐ jīn wǎn yǒu shí jiān ma？,Tối nay bạn có thời gian không?,有，怎么了？,"Có, sao vậy?",Making Plans,Making Plans,Beginner,High,question
zh,SENTENCE,我们约在门口见。,wǒ men yuē zài mén kǒu jiàn。,Hẹn gặp nhau ở cổng nhé.,好，不见不散。,"Được, không gặp không về.",Making Plans,Making Plans,Intermediate,Medium,suggestion
zh,SENTENCE,要不下午去吧？,yào bù xià wǔ qù ba？,Hay là chiều đi nhé?,可以，下午好。,"Được, chiều tốt đấy.",Making Plans,Making Plans,Beginner,High,suggestion
zh,SENTENCE,我们一起做饭吧。,wǒ men yì qǐ zuò fàn ba。,Chúng ta cùng nấu ăn nhé.,好，我来切菜。,"Được, tôi thái rau.",Making Plans,Making Plans,Intermediate,Medium,suggestion
zh,SENTENCE,周末去哪儿好呢？,zhōu mò qù nǎ ér hǎo ne？,Cuối tuần đi đâu thì tốt nhỉ?,去郊外走走吧。,Đi ngoại ô dạo chơi nhé.,Making Plans,Making Plans,Intermediate,Medium,question
zh,SENTENCE,我们一起跑步吧。,wǒ men yì qǐ pǎo bù ba。,Chúng ta cùng chạy bộ nhé.,好，早上六点。,"Được, sáu giờ sáng.",Making Plans,Making Plans,Intermediate,Medium,suggestion
zh,SENTENCE,我们约下周见。,wǒ men yuē xià zhōu jiàn。,Hẹn gặp nhau tuần sau.,好，到时联系。,"Được, đến lúc đó liên lạc.",Making Plans,Making Plans,Intermediate,Medium,suggestion
zh,SENTENCE,你想喝什么？,nǐ xiǎng hē shén me？,Bạn muốn uống gì?,来杯奶茶吧。,Một ly trà sữa nhé.,Making Plans,Making Plans,Beginner,High,question
zh,SENTENCE,我们看几点的场？,wǒ men kàn jǐ diǎn de chǎng？,Xem suất mấy giờ đây?,看七点的吧。,Xem suất bảy giờ nhé.,Making Plans,Making Plans,Intermediate,Medium,question
zh,SENTENCE,一起去图书馆吗？,yì qǐ qù tú shū guǎn ma？,Cùng đi thư viện không?,好，我也要学习。,"Được, tôi cũng học bài.",Making Plans,Making Plans,Beginner,High,question
zh,SENTENCE,我们走着去吧。,wǒ men zǒu zhe qù ba。,Chúng ta đi bộ đi nhé.,好，正好散步。,"Được, vừa hay đi dạo.",Making Plans,Making Plans,Beginner,High,suggestion
zh,SENTENCE,你想几点回来？,nǐ xiǎng jǐ diǎn huí lái？,Bạn muốn mấy giờ về?,晚饭前回来。,Về trước bữa tối.,Making Plans,Making Plans,Intermediate,Medium,question
zh,SENTENCE,我们换个地方吧。,wǒ men huàn gè dì fāng ba。,Chúng ta đổi chỗ khác đi.,好，去那家。,"Được, đến quán kia.",Making Plans,Making Plans,Intermediate,Medium,suggestion
zh,SENTENCE,下周一起聚聚吧。,xià zhōu yì qǐ jù jù ba。,Tuần sau cùng tụ họp nhé.,好久没聚了。,Lâu rồi chưa tụ tập.,Making Plans,Making Plans,Intermediate,Medium,suggestion
zh,SENTENCE,你要带什么？,nǐ yào dài shén me？,Bạn định mang gì?,我带零食。,Tôi mang đồ ăn vặt.,Making Plans,Making Plans,Beginner,Medium,question
zh,SENTENCE,我们先订座吧。,wǒ men xiān dìng zuò ba。,Chúng ta đặt chỗ trước đi.,好，我来订。,"Được, để tôi đặt.",Making Plans,Making Plans,Intermediate,Medium,suggestion
zh,SENTENCE,要不要叫上小李？,yào bù yào jiào shàng xiǎo lǐ？,Có rủ thêm Tiểu Lý không?,好，人多热闹。,"Được, đông cho vui.",Making Plans,Making Plans,Intermediate,Medium,question
zh,SENTENCE,我们几号出发？,wǒ men jǐ hào chū fā？,Chúng ta xuất phát ngày mấy?,下个月初吧。,Đầu tháng sau nhé.,Making Plans,Making Plans,Intermediate,Medium,question
zh,SENTENCE,约在咖啡店见吧。,yuē zài kā fēi diàn jiàn ba。,Hẹn gặp ở quán cà phê nhé.,好，我先到。,"Được, tôi đến trước.",Making Plans,Making Plans,Intermediate,Medium,suggestion
zh,SENTENCE,我们一起过节吧。,wǒ men yì qǐ guò jié ba。,Chúng ta cùng đón lễ nhé.,太好了，一起。,"Tuyệt quá, cùng nhau.",Making Plans,Making Plans,Intermediate,Medium,suggestion
zh,SENTENCE,你现在方便接电话吗？,nǐ xiàn zài fāng biàn jiē diàn huà ma？,Giờ bạn tiện nghe điện không?,方便，你说。,"Tiện, bạn nói đi.",Phone and Text,Phone and Text,Intermediate,High,question
zh,SENTENCE,我等下给你打电话。,wǒ děng xià gěi nǐ dǎ diàn huà。,Lát nữa tôi gọi cho bạn.,好，我等你。,"Được, tôi đợi bạn.",Phone and Text,Phone and Text,Beginner,High,request
zh,SENTENCE,你听得到我吗？,nǐ tīng de dào wǒ ma？,Bạn nghe thấy tôi không?,听得很清楚。,Nghe rất rõ.,Phone and Text,Phone and Text,Beginner,High,question
zh,SENTENCE,信号好像不太好。,xìn hào hǎo xiàng bù tài hǎo。,Tín hiệu hình như không tốt lắm.,你再说一遍。,Bạn nói lại lần nữa.,Phone and Text,Phone and Text,Intermediate,Medium,feeling
zh,SENTENCE,我给你发消息了。,wǒ gěi nǐ fā xiāo xī le。,Tôi nhắn tin cho bạn rồi.,我马上看。,Tôi xem ngay đây.,Phone and Text,Phone and Text,Beginner,High,request
zh,SENTENCE,你收到我的短信了吗？,nǐ shōu dào wǒ de duǎn xìn le ma？,Bạn nhận được tin nhắn của tôi chưa?,刚刚收到。,Vừa mới nhận được.,Phone and Text,Phone and Text,Beginner,High,question
zh,SENTENCE,我现在不方便说话。,wǒ xiàn zài bù fāng biàn shuō huà。,Giờ tôi không tiện nói chuyện.,那等会儿聊。,Vậy lát nữa nói.,Phone and Text,Phone and Text,Intermediate,Medium,feeling
zh,SENTENCE,等会儿回你电话。,děng huì er huí nǐ diàn huà。,Lát nữa tôi gọi lại cho bạn.,好的，不急。,"Được, không vội.",Phone and Text,Phone and Text,Beginner,High,request
zh,SENTENCE,你打错电话了。,nǐ dǎ cuò diàn huà le。,Bạn gọi nhầm số rồi.,不好意思。,Xin lỗi nhé.,Phone and Text,Phone and Text,Beginner,Medium,feeling
zh,SENTENCE,我没听清，再说一次。,wǒ méi tīng qīng， zài shuō yī cì。,"Tôi nghe không rõ, nói lại đi.",好，我大声点。,"Được, tôi nói to hơn.",Phone and Text,Phone and Text,Beginner,High,request
zh,SENTENCE,我加你微信吧。,wǒ jiā nǐ wēi xìn ba。,Tôi kết bạn WeChat với bạn nhé.,好，扫这个码。,"Được, quét mã này.",Phone and Text,Phone and Text,Intermediate,High,request
zh,SENTENCE,我把地址发给你。,wǒ bǎ dì zhǐ fā gěi nǐ。,Tôi gửi địa chỉ cho bạn.,好，我看到了。,"Được, tôi thấy rồi.",Phone and Text,Phone and Text,Beginner,High,request
zh,SENTENCE,你电话号码多少？,nǐ diàn huà hào mǎ duō shǎo？,Số điện thoại của bạn là gì?,我发给你。,Tôi gửi cho bạn.,Phone and Text,Phone and Text,Beginner,High,question
zh,SENTENCE,回头微信联系吧。,huí tóu wēi xìn lián xì ba。,Lát nữa nhắn WeChat nhé.,好，保持联系。,"Được, giữ liên lạc.",Phone and Text,Phone and Text,Intermediate,Medium,request
zh,SENTENCE,我刚才漏接了。,wǒ gāng cái lòu jiē le。,Vừa nãy tôi nhỡ cuộc gọi.,没事，找我什么事？,"Không sao, tìm tôi việc gì?",Phone and Text,Phone and Text,Intermediate,Medium,feeling
zh,SENTENCE,你手机没电了吗？,nǐ shǒu jī méi diàn le ma？,Điện thoại bạn hết pin à?,对，刚充上。,"Đúng, vừa cắm sạc.",Phone and Text,Phone and Text,Beginner,Medium,question
zh,SENTENCE,我稍后回复你。,wǒ shāo hòu huí fù nǐ。,Lát nữa tôi trả lời bạn.,好，我等消息。,"Được, tôi đợi tin.",Phone and Text,Phone and Text,Intermediate,Medium,request
zh,SENTENCE,电话有点卡。,diàn huà yǒu diǎn kǎ。,Điện thoại hơi lag.,挂了重新打吧。,Cúp đi gọi lại nhé.,Phone and Text,Phone and Text,Intermediate,Medium,feeling
zh,SENTENCE,你方便视频吗？,nǐ fāng biàn shì pín ma？,Bạn tiện gọi video không?,可以，我开摄像头。,"Được, tôi bật camera.",Phone and Text,Phone and Text,Intermediate,Medium,question
zh,SENTENCE,我把照片发你了。,wǒ bǎ zhào piān fā nǐ le。,Tôi gửi ảnh cho bạn rồi.,收到了，真好看。,"Nhận rồi, đẹp thật.",Phone and Text,Phone and Text,Beginner,High,request
zh,SENTENCE,你的消息我看到了。,nǐ de xiāo xī wǒ kàn dào le。,Tin của bạn tôi thấy rồi.,那就好。,Vậy thì tốt.,Phone and Text,Phone and Text,Beginner,High,feeling
